Date,IBM
2001-02-27 00:00:00 UTC,72.137268
2001-02-28 00:00:00 UTC,70.245743
2001-03-01 00:00:00 UTC,74.570183
2001-03-02 00:00:00 UTC,71.933334
2001-03-05 00:00:00 UTC,73.7686
2001-03-06 00:00:00 UTC,74.535042
2001-03-07 00:00:00 UTC,75.624939
2001-03-08 00:00:00 UTC,74.865532
2001-03-09 00:00:00 UTC,69.816849
2001-03-12 00:00:00 UTC,67.144829
2001-03-13 00:00:00 UTC,69.183975
2001-03-14 00:00:00 UTC,66.772179
2001-03-15 00:00:00 UTC,67.194046
2001-03-16 00:00:00 UTC,63.35479
2001-03-19 00:00:00 UTC,65.112663
2001-03-20 00:00:00 UTC,62.089115
2001-03-21 00:00:00 UTC,62.637554
2001-03-22 00:00:00 UTC,62.651619
2001-03-23 00:00:00 UTC,65.752563
2001-03-26 00:00:00 UTC,67.081528
2001-03-27 00:00:00 UTC,69.964508
2001-03-28 00:00:00 UTC,66.385429
2001-03-29 00:00:00 UTC,66.828415
2001-03-30 00:00:00 UTC,67.62999
2001-04-02 00:00:00 UTC,66.561195
2001-04-03 00:00:00 UTC,63.558685
2001-04-04 00:00:00 UTC,64.690804
2001-04-05 00:00:00 UTC,69.057419
2001-04-06 00:00:00 UTC,68.874626
2001-04-09 00:00:00 UTC,67.503448
2001-04-10 00:00:00 UTC,69.648087
2001-04-11 00:00:00 UTC,68.508949
2001-04-12 00:00:00 UTC,67.644066
2001-04-13 00:00:00 UTC,67.644066
2001-04-16 00:00:00 UTC,68.0308
2001-04-17 00:00:00 UTC,70.105118
2001-04-18 00:00:00 UTC,74.886612
2001-04-19 00:00:00 UTC,80.490822
2001-04-20 00:00:00 UTC,80.743935
2001-04-23 00:00:00 UTC,78.754013
2001-04-24 00:00:00 UTC,79.225136
2001-04-25 00:00:00 UTC,80.758003
2001-04-26 00:00:00 UTC,79.977486
2001-04-27 00:00:00 UTC,81.70726
2001-04-30 00:00:00 UTC,80.961945
2001-05-01 00:00:00 UTC,83.331589
2001-05-02 00:00:00 UTC,81.144768
2001-05-03 00:00:00 UTC,79.949348
2001-05-04 00:00:00 UTC,81.468201
2001-05-07 00:00:00 UTC,81.49633
2001-05-08 00:00:00 UTC,82.862129
2001-05-09 00:00:00 UTC,82.355255
2001-05-10 00:00:00 UTC,81.102081
2001-05-11 00:00:00 UTC,78.715477
2001-05-14 00:00:00 UTC,79.243484
2001-05-15 00:00:00 UTC,79.961594
2001-05-16 00:00:00 UTC,81.524475
2001-05-17 00:00:00 UTC,81.010551
2001-05-18 00:00:00 UTC,82.679085
2001-05-21 00:00:00 UTC,83.805511
2001-05-22 00:00:00 UTC,83.080383
2001-05-23 00:00:00 UTC,82.650932
2001-05-24 00:00:00 UTC,84.199738
2001-05-25 00:00:00 UTC,82.932533
2001-05-28 00:00:00 UTC,82.932533
2001-05-29 00:00:00 UTC,81.151382
2001-05-30 00:00:00 UTC,79.306862
2001-05-31 00:00:00 UTC,78.708481
2001-06-01 00:00:00 UTC,79.475838
2001-06-04 00:00:00 UTC,80.003845
2001-06-05 00:00:00 UTC,82.348175
2001-06-06 00:00:00 UTC,82.721313
2001-06-07 00:00:00 UTC,82.545288
2001-06-08 00:00:00 UTC,81.735649
2001-06-11 00:00:00 UTC,82.622711
2001-06-12 00:00:00 UTC,82.545288
2001-06-13 00:00:00 UTC,82.045456
2001-06-14 00:00:00 UTC,81.489281
2001-06-15 00:00:00 UTC,79.975655
2001-06-18 00:00:00 UTC,80.44735
2001-06-19 00:00:00 UTC,80.84864
2001-06-20 00:00:00 UTC,79.616631
2001-06-21 00:00:00 UTC,79.271667
2001-06-22 00:00:00 UTC,79.461769
2001-06-25 00:00:00 UTC,79.306862
2001-06-26 00:00:00 UTC,79.581421
2001-06-27 00:00:00 UTC,79.919342
2001-06-28 00:00:00 UTC,81.031662
2001-06-29 00:00:00 UTC,79.905266
2001-07-02 00:00:00 UTC,80.503677
2001-07-03 00:00:00 UTC,79.539177
2001-07-04 00:00:00 UTC,79.539177
2001-07-05 00:00:00 UTC,78.919678
2001-07-06 00:00:00 UTC,74.977196
2001-07-09 00:00:00 UTC,73.724068
2001-07-10 00:00:00 UTC,71.780983
2001-07-11 00:00:00 UTC,73.111557
2001-07-12 00:00:00 UTC,75.505211
2001-07-13 00:00:00 UTC,76.406334
2001-07-16 00:00:00 UTC,75.906494
2001-07-17 00:00:00 UTC,76.406334
2001-07-18 00:00:00 UTC,73.414291
2001-07-19 00:00:00 UTC,73.217125
2001-07-20 00:00:00 UTC,74.413986
2001-07-23 00:00:00 UTC,74.519562
2001-07-24 00:00:00 UTC,73.576248
2001-07-25 00:00:00 UTC,73.843727
2001-07-26 00:00:00 UTC,74.625206
2001-07-27 00:00:00 UTC,73.709961
2001-07-30 00:00:00 UTC,74.519562
2001-07-31 00:00:00 UTC,74.069023
2001-08-01 00:00:00 UTC,75.371429
2001-08-02 00:00:00 UTC,76.59642
2001-08-03 00:00:00 UTC,76.159927
2001-08-06 00:00:00 UTC,74.98423
2001-08-07 00:00:00 UTC,74.801193
2001-08-08 00:00:00 UTC,73.447701
2001-08-09 00:00:00 UTC,73.370171
2001-08-10 00:00:00 UTC,73.983444
2001-08-13 00:00:00 UTC,74.624939
2001-08-14 00:00:00 UTC,74.864639
2001-08-15 00:00:00 UTC,74.025749
2001-08-16 00:00:00 UTC,74.547371
2001-08-17 00:00:00 UTC,73.729675
2001-08-20 00:00:00 UTC,73.384239
2001-08-21 00:00:00 UTC,71.826332
2001-08-22 00:00:00 UTC,73.285568
2001-08-23 00:00:00 UTC,72.608849
2001-08-24 00:00:00 UTC,75.421501
2001-08-27 00:00:00 UTC,75.329903
2001-08-28 00:00:00 UTC,73.983444
2001-08-29 00:00:00 UTC,73.405388
2001-08-30 00:00:00 UTC,70.74778
2001-08-31 00:00:00 UTC,70.458733
2001-09-03 00:00:00 UTC,70.458733
2001-09-04 00:00:00 UTC,71.544373
2001-09-05 00:00:00 UTC,70.740723
2001-09-06 00:00:00 UTC,69.084137
2001-09-07 00:00:00 UTC,68.090141
2001-09-10 00:00:00 UTC,68.005562
2001-09-11 00:00:00 UTC,68.005562
2001-09-12 00:00:00 UTC,68.005562
2001-09-13 00:00:00 UTC,68.005562
2001-09-14 00:00:00 UTC,68.005562
2001-09-17 00:00:00 UTC,65.799118
2001-09-18 00:00:00 UTC,67.956223
2001-09-19 00:00:00 UTC,67.674255
2001-09-20 00:00:00 UTC,65.841385
2001-09-21 00:00:00 UTC,63.79705
2001-09-24 00:00:00 UTC,66.8283
2001-09-25 00:00:00 UTC,66.581573
2001-09-26 00:00:00 UTC,64.361023
2001-09-27 00:00:00 UTC,63.44458
2001-09-28 00:00:00 UTC,64.657089
2001-10-01 00:00:00 UTC,65.355003
2001-10-02 00:00:00 UTC,66.102226
2001-10-03 00:00:00 UTC,68.343948
2001-10-04 00:00:00 UTC,68.597717
2001-10-05 00:00:00 UTC,69.098213
2001-10-08 00:00:00 UTC,69.436615
2001-10-09 00:00:00 UTC,68.477875
2001-10-10 00:00:00 UTC,68.555435
2001-10-11 00:00:00 UTC,70.071037
2001-10-12 00:00:00 UTC,71.086189
2001-10-15 00:00:00 UTC,71.903862
2001-10-16 00:00:00 UTC,71.798149
2001-10-17 00:00:00 UTC,72.538338
2001-10-18 00:00:00 UTC,71.382225
2001-10-19 00:00:00 UTC,72.362068
2001-10-22 00:00:00 UTC,74.194946
2001-10-23 00:00:00 UTC,74.589745
2001-10-24 00:00:00 UTC,76.535332
2001-10-25 00:00:00 UTC,78.008659
2001-10-26 00:00:00 UTC,78.36113
2001-10-29 00:00:00 UTC,76.570564
2001-10-30 00:00:00 UTC,76.591751
2001-10-31 00:00:00 UTC,76.182877
2001-11-01 00:00:00 UTC,77.46582
2001-11-02 00:00:00 UTC,77.190933
2001-11-05 00:00:00 UTC,77.522278
2001-11-06 00:00:00 UTC,80.088242
2001-11-07 00:00:00 UTC,80.356461
2001-11-08 00:00:00 UTC,80.328209
2001-11-09 00:00:00 UTC,80.518784
2001-11-12 00:00:00 UTC,81.06929
2001-11-13 00:00:00 UTC,82.367981
2001-11-14 00:00:00 UTC,80.709328
2001-11-15 00:00:00 UTC,80.991669
2001-11-16 00:00:00 UTC,80.815239
2001-11-19 00:00:00 UTC,81.168129
2001-11-20 00:00:00 UTC,81.478691
2001-11-21 00:00:00 UTC,80.702263
2001-11-22 00:00:00 UTC,80.702263
2001-11-23 00:00:00 UTC,81.415176
2001-11-26 00:00:00 UTC,82.106827
2001-11-27 00:00:00 UTC,80.60347
2001-11-28 00:00:00 UTC,79.156555
2001-11-29 00:00:00 UTC,80.765877
2001-11-30 00:00:00 UTC,81.584511
2001-12-03 00:00:00 UTC,80.55407
2001-12-04 00:00:00 UTC,82.325661
2001-12-05 00:00:00 UTC,85.685303
2001-12-06 00:00:00 UTC,84.795975
2001-12-07 00:00:00 UTC,84.979523
2001-12-10 00:00:00 UTC,84.457191
2001-12-11 00:00:00 UTC,85.755875
2001-12-12 00:00:00 UTC,86.95578
2001-12-13 00:00:00 UTC,84.873627
2001-12-14 00:00:00 UTC,85.473557
2001-12-17 00:00:00 UTC,85.642944
2001-12-18 00:00:00 UTC,86.249947
2001-12-19 00:00:00 UTC,87.44278
2001-12-20 00:00:00 UTC,86.602882
2001-12-21 00:00:00 UTC,86.108788
2001-12-24 00:00:00 UTC,85.720627
2001-12-25 00:00:00 UTC,85.720627
2001-12-26 00:00:00 UTC,86.391113
2001-12-27 00:00:00 UTC,87.167519
2001-12-28 00:00:00 UTC,86.744026
2001-12-31 00:00:00 UTC,85.374725
2002-01-01 00:00:00 UTC,85.374725
2002-01-02 00:00:00 UTC,85.755875
2002-01-03 00:00:00 UTC,87.280418
2002-01-04 00:00:00 UTC,88.649712
2002-01-07 00:00:00 UTC,87.55574
2002-01-08 00:00:00 UTC,88.014488
2002-01-09 00:00:00 UTC,87.866249
2002-01-10 00:00:00 UTC,86.207603
2002-01-11 00:00:00 UTC,84.915962
2002-01-14 00:00:00 UTC,83.320869
2002-01-15 00:00:00 UTC,83.88549
2002-01-16 00:00:00 UTC,82.862076
2002-01-17 00:00:00 UTC,84.626602
2002-01-18 00:00:00 UTC,80.638786
2002-01-21 00:00:00 UTC,80.638786
2002-01-22 00:00:00 UTC,77.991982
2002-01-23 00:00:00 UTC,76.156876
2002-01-24 00:00:00 UTC,76.735657
2002-01-25 00:00:00 UTC,77.13089
2002-01-28 00:00:00 UTC,76.333336
2002-01-29 00:00:00 UTC,72.698425
2002-01-30 00:00:00 UTC,74.498222
2002-01-31 00:00:00 UTC,76.149818
2002-02-01 00:00:00 UTC,76.227463
2002-02-04 00:00:00 UTC,75.380486
2002-02-05 00:00:00 UTC,75.02758
2002-02-06 00:00:00 UTC,75.359764
2002-02-07 00:00:00 UTC,73.437447
2002-02-08 00:00:00 UTC,74.200676
2002-02-11 00:00:00 UTC,75.889793
2002-02-12 00:00:00 UTC,75.317337
2002-02-13 00:00:00 UTC,76.377449
2002-02-14 00:00:00 UTC,76.250252
2002-02-15 00:00:00 UTC,72.716492
2002-02-18 00:00:00 UTC,72.716492
2002-02-19 00:00:00 UTC,71.592781
2002-02-20 00:00:00 UTC,70.18644
2002-02-21 00:00:00 UTC,68.115662
2002-02-22 00:00:00 UTC,69.578606
2002-02-25 00:00:00 UTC,69.47258
2002-02-26 00:00:00 UTC,68.659859
2002-02-27 00:00:00 UTC,69.140434
2002-02-28 00:00:00 UTC,69.34539
2002-03-01 00:00:00 UTC,72.808411
2002-03-04 00:00:00 UTC,74.843819
2002-03-05 00:00:00 UTC,74.68129
2002-03-06 00:00:00 UTC,75.126526
2002-03-07 00:00:00 UTC,73.296074
2002-03-08 00:00:00 UTC,74.271362
2002-03-11 00:00:00 UTC,74.377373
2002-03-12 00:00:00 UTC,76.681343
2002-03-13 00:00:00 UTC,75.748459
2002-03-14 00:00:00 UTC,75.338554
2002-03-15 00:00:00 UTC,75.472847
2002-03-18 00:00:00 UTC,75.161865
2002-03-19 00:00:00 UTC,75.967537
2002-03-20 00:00:00 UTC,74.56115
